M_H,T_eff,log_g,z,Y,i,r
35,4200,g45,126616728648189.08,116167509910724.77,143023115006028.28,145069614324728.3
35,4200,g50,120052669836200.48,110633398259980.48,135461011629826.39,138503159024187.98
35,4200,g55,128004241429583.52,117501459924746.97,144798204603837.62,147587918800547.12
35,42000,g00,0.0,0.0,0.0,0.0
35,42000,g05,0.0,0.0,0.0,0.0
35,42000,g10,0.0,0.0,0.0,0.0
35,42000,g15,0.0,0.0,0.0,0.0
35,42000,g20,0.0,0.0,0.0,0.0
35,42000,g25,0.0,0.0,0.0,0.0
35,42000,g30,0.0,0.0,0.0,0.0
35,42000,g35,9642354497904648.0,7134972218807836.0,1.7909452799550692e+16,3.845364625962642e+16
35,42000,g40,9656785423254904.0,7133013453299981.0,1.8033497009301156e+16,3.89547293663845e+16
35,42000,g45,9557752887831616.0,7054026168457807.0,1.7922616660835526e+16,3.8892797259208184e+16
35,42000,g50,0.0,0.0,0.0,0.0
35,42000,g55,0.0,0.0,0.0,0.0
35,4300,g00,0.0,0.0,0.0,0.0
35,4300,g05,0.0,0.0,0.0,0.0
35,4300,g10,127517049850537.34,116930129073900.84,145989803642258.06,152989253014613.06
35,4300,g15,138937572940109.19,126789122790084.44,159253620354249.88,165547989062252.47
35,4300,g20,130835588664219.03,119819625860604.67,149912017420576.88,157277050875271.2
35,4300,g25,117752178979132.23,108105330640995.33,134483546681633.2,140161703788325.14
35,4300,g30,137650711689650.61,125579861162530.83,157545494112125.5,163048714065504.1
35,4300,g35,132943110294300.14,121702917458976.2,152238817618763.28,159314622858819.0
35,4300,g40,135462482674944.16,123905564637774.72,155083674966121.4,161849364050589.97
35,4300,g45,136292449760486.9,124581616891602.27,155919492179766.16,162046985532642.7
35,4300,g50,137491209979334.02,125603807792887.23,157401653848681.7,163536720557429.12
35,4300,g55,139031564250264.1,126795221194126.23,159360733277059.47,165437596090594.88
35,43000,g00,0.0,0.0,0.0,0.0
35,43000,g05,0.0,0.0,0.0,0.0
35,43000,g10,0.0,0.0,0.0,0.0
35,43000,g15,0.0,0.0,0.0,0.0
35,43000,g20,0.0,0.0,0.0,0.0
35,43000,g25,0.0,0.0,0.0,0.0
35,43000,g30,0.0,0.0,0.0,0.0
35,43000,g35,9799971452938716.0,7229197688607338.0,1.8382445871823404e+16,3.9891442086743976e+16
35,43000,g40,9893505793612880.0,7318517894533582.0,1.838727852318242e+16,3.949322645294569e+16
35,43000,g45,9888508261454496.0,7301492533046472.0,1.8473590100852136e+16,3.990715257171127e+16
35,43000,g50,0.0,0.0,0.0,0.0
35,43000,g55,0.0,0.0,0.0,0.0
35,4400,g00,0.0,0.0,0.0,0.0
35,4400,g05,0.0,0.0,0.0,0.0
35,4400,g10,150549053966857.12,136624540481634.53,174810008531739.25,185321891588865.0
35,4400,g15,142147845532092.72,129421918738386.28,165210552158760.8,177611538634966.56
35,4400,g20,147128100734699.12,133817305334865.14,170827148188290.28,182442315070331.75
35,4400,g25,150869016370565.84,136819660751059.19,175231112459252.72,185512133798078.25
35,4400,g30,149415597272240.9,135706011900687.02,173397503153121.28,183949293199520.3
35,4400,g35,127770489877588.88,116576049381777.53,148166665493304.75,158593440528329.22
35,4400,g40,138454681922968.75,126198826113408.77,160860542218057.8,172924241405180.22
35,4400,g45,147765944480558.6,134336678916135.52,171346687332259.56,182040403123201.16
35,4400,g50,144630952658902.66,131656140968271.8,168014622731975.53,180242810917170.44
35,4400,g55,149545014698292.12,135666565871065.17,173425008915408.56,183108761555723.9
35,44000,g00,0.0,0.0,0.0,0.0
35,44000,g05,0.0,0.0,0.0,0.0
35,44000,g10,0.0,0.0,0.0,0.0
35,44000,g15,0.0,0.0,0.0,0.0
35,44000,g20,0.0,0.0,0.0,0.0
35,44000,g25,0.0,0.0,0.0,0.0
35,44000,g30,0.0,0.0,0.0,0.0
35,44000,g35,1.0103994577101172e+16,7457410211449653.0,1.889040928595963e+16,4.084114391415169e+16
35,44000,g40,9986221533722724.0,7363624675198782.0,1.874046742365958e+16,4.068945704066022e+16
35,44000,g45,1.0115323553891668e+16,7480139286427130.0,1.8811917005168904e+16,4.042931912386839e+16
35,44000,g50,0.0,0.0,0.0,0.0
35,44000,g55,0.0,0.0,0.0,0.0
35,4500,g00,0.0,0.0,0.0,0.0
35,4500,g05,0.0,0.0,0.0,0.0
35,4500,g10,156741647651929.62,141890418471002.22,184609056429142.9,202603490440611.1
35,4500,g15,163489623416918.2,147439459345284.28,192330332657742.25,207622026203209.84
35,4500,g20,149838985920497.9,135809408693122.06,176531398453991.44,194247633082406.6
35,4500,g25,161006924844499.5,145523717287995.34,189145207129638.3,204659065470780.8
35,4500,g30,159741403268195.1,144497999526232.1,188077594797127.5,205623055006595.0
35,4500,g35,159962505549740.75,144666217698732.78,187972946435010.5,204147008077967.88
35,4500,g40,154083684242686.16,139523554982999.1,181634234787509.53,199758001081913.5
35,4500,g45,162497583439516.5,146595581392375.75,190955871165311.78,205730143559553.06
35,4500,g50,162812473171973.03,146974322234129.53,191452522438633.72,206969779503368.88
35,4500,g55,138229801847826.58,125408210402327.06,162636668625628.5,178454368903494.2
35,45000,g00,0.0,0.0,0.0,0.0
35,45000,g05,0.0,0.0,0.0,0.0
35,45000,g10,0.0,0.0,0.0,0.0
35,45000,g15,0.0,0.0,0.0,0.0
35,45000,g20,0.0,0.0,0.0,0.0
35,45000,g25,0.0,0.0,0.0,0.0
35,45000,g30,0.0,0.0,0.0,0.0
35,45000,g35,1.0214497107300524e+16,7528982036953938.0,1.917270244608914e+16,4.162688922414177e+16
35,45000,g40,1.0325070736367058e+16,7618331399645079.0,1.930964222170468e+16,4.174960123545638e+16
35,45000,g45,1.0371709618464632e+16,7667911370904170.0,1.9296381868834484e+16,4.1473338084042456e+16
35,45000,g50,0.0,0.0,0.0,0.0
35,45000,g55,0.0,0.0,0.0,0.0
35,4600,g00,0.0,0.0,0.0,0.0
35,4600,g05,0.0,0.0,0.0,0.0
35,4600,g10,176442262335103.53,158232330119882.0,210087840804906.12,230918874977433.6
35,4600,g15,174548058892729.8,156902801692427.78,207805642494159.9,229696188284609.1
35,4600,g20,176257409386428.25,158144056191824.47,209815511773745.44,230556115236431.47
35,4600,g25,169267645087761.8,152427856125648.2,201966735028219.2,226326203336809.0
35,4600,g30,149173189421522.97,134579744258210.05,177882802005446.75,199700754767001.38
35,4600,g35,161679866819648.16,145760143182484.47,193006526655726.8,217145199590046.3
35,4600,g40,173025072455662.62,155683415715615.3,206019468880955.38,228715863056381.62
35,4600,g45,175643132051877.28,157752496388805.84,209093638782986.62,230460291072948.22
35,4600,g50,166208789997342.56,149747252485198.8,198473174947983.9,223096960547377.88
35,4600,g55,172521147058460.56,155246340188078.22,205769001258380.44,229795083788246.78
35,46000,g00,0.0,0.0,0.0,0.0
35,46000,g05,0.0,0.0,0.0,0.0
35,46000,g10,0.0,0.0,0.0,0.0
35,46000,g15,0.0,0.0,0.0,0.0
35,46000,g20,0.0,0.0,0.0,0.0
35,46000,g25,0.0,0.0,0.0,0.0
35,46000,g30,0.0,0.0,0.0,0.0
35,46000,g35,1.0611862718306264e+16,7843506716826591.0,1.975266467048212e+16,4.246853876089438e+16
35,46000,g40,1.041062719484035e+16,7670865723635196.0,1.954751890697607e+16,4.2456022450897816e+16
35,46000,g45,1.0550837223202132e+16,7781931482321103.0,1.974447720333654e+16,4.271759608862221e+16
35,46000,g50,0.0,0.0,0.0,0.0
35,46000,g55,0.0,0.0,0.0,0.0
35,4700,g00,0.0,0.0,0.0,0.0
35,4700,g05,0.0,0.0,0.0,0.0
35,4700,g10,186331401037608.28,166827177429938.03,224622108258919.53,254484899187593.5
35,4700,g15,190764118851726.12,170259106825741.62,229951755639833.3,257561534747288.06
35,4700,g20,178867280376561.72,160301860066050.84,216231938686401.34,247982892067194.1
35,4700,g25,189020868413179.0,168941781322982.88,227723902012347.6,255862109855397.22
35,4700,g30,185738261703281.8,166315599098735.34,224271012903992.78,255483437317649.72
35,4700,g35,173844181580979.2,155930660355023.2,210150311560133.47,241498858359099.22
35,4700,g40,160392478518606.5,143944985708353.06,193692384051349.16,222260363822970.0
35,4700,g45,182484207925158.2,163495783672816.22,220531095053251.8,252339434948257.75
35,4700,g50,187347204038263.97,167630035066150.25,225679782562795.75,254361807774206.25
35,4700,g55,190318435826246.3,169879690542679.3,229362637345466.4,257073275550249.34
35,47000,g00,0.0,0.0,0.0,0.0
35,47000,g05,0.0,0.0,0.0,0.0
35,47000,g10,0.0,0.0,0.0,0.0
35,47000,g15,0.0,0.0,0.0,0.0
35,47000,g20,0.0,0.0,0.0,0.0
35,47000,g25,0.0,0.0,0.0,0.0
35,47000,g30,0.0,0.0,0.0,0.0
35,47000,g35,1.0687788151824902e+16,7871859200518424.0,2.0072966187872936e+16,4.3594908425888536e+16
35,47000,g40,1.0922844764618292e+16,8072022466543950.0,2.033657296454377e+16,4.371755646867486e+16
35,47000,g45,1.0856894744852e+16,8005302665265074.0,2.032157209673011e+16,4.395463332530377e+16
35,47000,g50,0.0,0.0,0.0,0.0
35,47000,g55,0.0,0.0,0.0,0.0
35,4800,g00,0.0,0.0,0.0,0.0
35,4800,g05,0.0,0.0,0.0,0.0
35,4800,g10,200680677482391.7,178795123539825.47,244908174432036.7,283089217849312.56
35,4800,g15,202824079448908.03,180451313948309.62,247181647855955.88,283014973579842.75
35,4800,g20,171944244299605.7,153542147734033.9,210120254912673.47,245972265230054.44
35,4800,g25,204863332520359.34,181918236495742.06,249839383390010.38,285174367277349.7
35,4800,g30,186426711208926.75,166406624270111.2,228030436144441.66,267254233251988.5
35,4800,g35,199792899036437.75,178018030818294.6,244199336893343.66,283734139946119.06
35,4800,g40,195869137619206.22,174649118119211.3,239477880057817.94,279254228251364.5
35,4800,g45,202031152532459.53,179864801264538.0,246412851053601.53,283444587585243.0
35,4800,g50,191848570804385.06,171116872276009.84,234664296410700.88,274419061568772.25
35,4800,g55,205648186226663.03,182630440977988.78,250856795127837.9,286166752016525.0
35,48000,g00,0.0,0.0,0.0,0.0
35,48000,g05,0.0,0.0,0.0,0.0
35,48000,g10,0.0,0.0,0.0,0.0
35,48000,g15,0.0,0.0,0.0,0.0
35,48000,g20,0.0,0.0,0.0,0.0
35,48000,g25,0.0,0.0,0.0,0.0
35,48000,g30,0.0,0.0,0.0,0.0
35,48000,g35,1.1180087818641956e+16,8260593792521261.0,2.0822187255847812e+16,4.476814320219797e+16
35,48000,g40,1.1098425535364322e+16,8180860050097678.0,2.078302429087877e+16,4.4971534106902456e+16
35,48000,g45,1.0898894861230534e+16,8024999362320364.0,2.0473635568556016e+16,4.447278691676792e+16
35,48000,g50,0.0,0.0,0.0,0.0
35,48000,g55,0.0,0.0,0.0,0.0
35,4900,g00,0.0,0.0,0.0,0.0
35,4900,g05,0.0,0.0,0.0,0.0
35,4900,g10,199208324739012.62,176991552309258.9,246380676346156.8,294096841847058.4
35,4900,g15,219866784988423.25,194251602978124.6,271202673034164.7,315058075359356.7
35,4900,g20,217963671927244.7,193022829268036.8,268778422659128.3,313750588116167.56
35,4900,g25,215615223245253.3,191197484056028.47,266260658850471.44,313755007312354.5
35,4900,g30,221147416941357.6,195461633567154.9,272888521319756.97,316970563487775.6
35,4900,g35,205353309881277.62,182341559515391.34,254026161519688.94,302431423661507.2
35,4900,g40,213966480709391.2,189778477256164.94,264453274237887.62,312770831321880.56
35,4900,g45,209669525983321.8,186115212116489.88,259240066653843.03,307893934788350.44
35,4900,g50,183657738348374.9,163222255030560.66,226924558167162.03,270705410763053.47
35,4900,g55,216397945620966.3,191825583799977.28,266918918871682.66,312912519475061.4
35,49000,g00,0.0,0.0,0.0,0.0
35,49000,g05,0.0,0.0,0.0,0.0
35,49000,g10,0.0,0.0,0.0,0.0
35,49000,g15,0.0,0.0,0.0,0.0
35,49000,g20,0.0,0.0,0.0,0.0
35,49000,g25,0.0,0.0,0.0,0.0
35,49000,g30,0.0,0.0,0.0,0.0
35,49000,g35,1.139009279153134e+16,8394239609034176.0,2.132921658088885e+16,4.613663544083261e+16
35,49000,g40,1.1489073913515918e+16,8487862786341168.0,2.1401447778194824e+16,4.600548212010859e+16
35,49000,g45,1.116965119554205e+16,8221745936334596.0,2.0983805355422816e+16,4.557258000041455e+16
35,49000,g50,0.0,0.0,0.0,0.0
35,49000,g55,0.0,0.0,0.0,0.0
35,5000,g00,0.0,0.0,0.0,0.0
35,5000,g05,0.0,0.0,0.0,0.0
35,5000,g10,228608385622829.38,201873945721479.12,285625374459916.1,343777693277769.2
35,5000,g15,236777962884332.3,208351542010166.38,295361512337996.3,349052641114272.6
35,5000,g20,212487762605004.75,187938000513428.44,265580901811223.56,322456172794439.94
35,5000,g25,232350614877016.22,204939527385066.53,289926219758691.4,346112052555459.44
35,5000,g30,195663190590355.9,173091214435317.9,244317272142224.47,296759248881773.44
35,5000,g35,224055789219820.22,197994498557427.66,280072446832715.94,338501398298208.5
35,5000,g40,235125088649053.4,206924973209682.53,293165851064617.1,346934335196933.56
35,5000,g45,233531732435329.5,205885821571113.88,291237123427509.2,346293589465676.44
35,5000,g50,230355287862455.5,203371386744294.66,287522385731805.5,344635444625956.3
35,5000,g55,219017605851532.84,193628370199303.3,273802404502425.72,331782113106923.4
35,50000,g00,0.0,0.0,0.0,0.0
35,50000,g05,0.0,0.0,0.0,0.0
35,50000,g10,0.0,0.0,0.0,0.0
35,50000,g15,0.0,0.0,0.0,0.0
35,50000,g20,0.0,0.0,0.0,0.0
35,50000,g25,0.0,0.0,0.0,0.0
35,50000,g30,0.0,0.0,0.0,0.0
35,50000,g35,1.1393499574066898e+16,8384434697818897.0,2.1406075970898224e+16,4.6491082985092184e+16
35,50000,g40,1.1641539460567624e+16,8577365368634510.0,2.1807986799131336e+16,4.718759652174313e+16
35,50000,g45,1.1761362239661668e+16,8687779552240430.0,2.1913972014935148e+16,4.7108410130818296e+16
35,50000,g50,0.0,0.0,0.0,0.0
35,50000,g55,0.0,0.0,0.0,0.0
35,5100,g00,0.0,0.0,0.0,0.0
35,5100,g05,0.0,0.0,0.0,0.0
35,5100,g10,233003842678526.28,205125661528158.28,294205058377703.06,362481436085666.1
35,5100,g15,248707340316037.75,218368420907227.9,313329917953755.06,378743629071159.9
35,5100,g20,247167421743994.66,217157564092147.88,311523288296063.4,377957703709284.94
35,5100,g25,226026585414986.9,199049771280967.56,285344138887051.1,352359376070857.56
35,5100,g30,246607479971211.97,216656442806953.47,311208942802049.2,379298152401538.4
35,5100,g35,238444140488393.34,209840356676044.72,301048222263922.0,369807394422566.7
35,5100,g40,243692338694390.72,214298799174886.7,307608796636322.3,376464221488142.9
35,5100,g45,250421687949150.5,219649144686393.97,315455083733127.94,379896790957523.56
35,5100,g50,207655025918707.47,182876724939949.56,261846943749982.47,323305370018057.1
35,5100,g55,0.0,0.0,0.0,0.0
35,51000,g00,0.0,0.0,0.0,0.0
35,51000,g05,0.0,0.0,0.0,0.0
35,51000,g10,0.0,0.0,0.0,0.0
35,51000,g15,0.0,0.0,0.0,0.0
35,51000,g20,0.0,0.0,0.0,0.0
35,51000,g25,0.0,0.0,0.0,0.0
35,51000,g30,0.0,0.0,0.0,0.0
35,51000,g35,0.0,0.0,0.0,0.0
35,51000,g40,1.1671730158941616e+16,8586709550282318.0,2.1930623676393184e+16,4.762357858493704e+16
35,51000,g45,1.1939976204211302e+16,8795206974037713.0,2.237116511013234e+16,4.839940832086485e+16
35,51000,g50,0.0,0.0,0.0,0.0
35,51000,g55,0.0,0.0,0.0,0.0
35,5200,g00,0.0,0.0,0.0,0.0
35,5200,g05,0.0,0.0,0.0,0.0
35,5200,g10,264171130613560.38,231092100176239.2,336531742273357.75,415350438807082.94
35,5200,g15,262111755600994.6,229355439234497.5,334009637052829.25,413500268971361.2
35,5200,g20,264884849840781.38,231564610433958.28,337097957731595.2,413931462783764.25
35,5200,g25,239737123739270.97,210237141898403.16,305471559435508.94,383000782958516.0
35,5200,g30,247372434661287.2,216903666119402.9,315340469196789.06,394598149643565.8
35,5200,g35,253207385518076.28,221929226287165.3,322736460140932.94,402680619373651.8
35,5200,g40,258883421425415.78,226751121749523.06,329959041618922.6,410240885898605.1
35,5200,g45,266923758441442.88,233168113475881.03,339732975598431.06,416049950383185.9
35,5200,g50,219887885006861.1,192830839799159.22,279816761073602.8,351066077060304.2
35,5200,g55,0.0,0.0,0.0,0.0
35,52000,g00,0.0,0.0,0.0,0.0
35,52000,g05,0.0,0.0,0.0,0.0
35,52000,g10,0.0,0.0,0.0,0.0
35,52000,g15,0.0,0.0,0.0,0.0
35,52000,g20,0.0,0.0,0.0,0.0
35,52000,g25,0.0,0.0,0.0,0.0
35,52000,g30,0.0,0.0,0.0,0.0
35,52000,g35,0.0,0.0,0.0,0.0
35,52000,g40,1.2195334958321854e+16,8980982839578207.0,2.2858796787579228e+16,4.947270829642638e+16
35,52000,g45,1.190254507936176e+16,8754450238163640.0,2.236633835614513e+16,4.8571743264149736e+16
35,52000,g50,0.0,0.0,0.0,0.0
35,52000,g55,0.0,0.0,0.0,0.0
35,5300,g00,0.0,0.0,0.0,0.0
35,5300,g05,0.0,0.0,0.0,0.0
35,5300,g10,282949608615568.0,246228950820727.34,363471761095103.5,451767856448605.25
35,5300,g15,262025996329700.3,228801792168257.16,337031374907278.5,427839684287563.7
35,5300,g20,279535614269429.06,243546086691999.53,359312917708997.8,449577053300552.4
35,5300,g25,277792852817751.8,242200737277085.78,357306594304020.0,448993491062551.1
35,5300,g30,274610105086740.0,239587012899417.38,353363587506566.1,445885529341289.9
35,5300,g35,253663418775799.4,221570589025743.94,326066306660760.44,414965655076743.8
35,5300,g40,232177931352389.34,202766967107997.16,297965411167692.7,379580636142049.8
35,5300,g45,268269018424193.62,234238659144778.72,345153866902332.8,436957947280384.8
35,5300,g50,281571183381083.06,245189205259511.56,361853340598810.7,451354017728755.6
35,5300,g55,0.0,0.0,0.0,0.0
35,53000,g00,0.0,0.0,0.0,0.0
35,53000,g05,0.0,0.0,0.0,0.0
35,53000,g10,0.0,0.0,0.0,0.0
35,53000,g15,0.0,0.0,0.0,0.0
35,53000,g20,0.0,0.0,0.0,0.0
35,53000,g25,0.0,0.0,0.0,0.0
35,53000,g30,0.0,0.0,0.0,0.0
35,53000,g35,0.0,0.0,0.0,0.0
35,53000,g40,1.2183247012700744e+16,8958258776974817.0,2.2898895029903944e+16,4.97284428301583e+16
35,53000,g45,1.250632475787389e+16,9207614552410464.0,2.3448538687773284e+16,5.0743719298647416e+16
35,53000,g50,0.0,0.0,0.0,0.0
35,53000,g55,0.0,0.0,0.0,0.0
35,5400,g00,0.0,0.0,0.0,0.0
35,5400,g05,0.0,0.0,0.0,0.0
35,5400,g10,268116913712114.7,233298232660408.22,347504043221435.56,448880136322352.75
35,5400,g15,290300385371975.94,252356164136865.94,376831684089517.6,482301136783086.0
35,5400,g20,296561333026231.5,257436265389815.34,384742879994277.8,488514324626041.2
35,5400,g25,294387098851935.8,255656297847257.8,382157287139578.6,487208665504771.6
35,5400,g30,283629813753822.56,246737184957525.7,368096195361998.44,472590511259572.56
35,5400,g35,277130592491793.88,241056707789856.25,359559068584486.4,463058916575983.3
35,5400,g40,300452691077790.06,260368938152573.88,389641872752216.8,491473083437926.2
35,5400,g45,298143897098045.3,258577758781442.75,386580549283640.5,488852600684349.4
35,5400,g50,244870028059175.1,212982857811580.34,316694842415816.4,409433711584675.56
35,5400,g55,0.0,0.0,0.0,0.0
35,54000,g00,0.0,0.0,0.0,0.0
35,54000,g05,0.0,0.0,0.0,0.0
35,54000,g10,0.0,0.0,0.0,0.0
35,54000,g15,0.0,0.0,0.0,0.0
35,54000,g20,0.0,0.0,0.0,0.0
35,54000,g25,0.0,0.0,0.0,0.0
35,54000,g30,0.0,0.0,0.0,0.0
35,54000,g35,0.0,0.0,0.0,0.0
35,54000,g40,1.241598493028262e+16,9127191930841744.0,2.3340676685824584e+16,5.06956791465558e+16
35,54000,g45,1.2768663299720152e+16,9398486866981408.0,2.3949071762057976e+16,5.184250458286156e+16
35,54000,g50,0.0,0.0,0.0,0.0
35,54000,g55,0.0,0.0,0.0,0.0
35,5500,g00,0.0,0.0,0.0,0.0
35,5500,g05,0.0,0.0,0.0,0.0
35,5500,g10,306340198272496.56,265363031088980.22,401043774684432.25,520125784814877.4
35,5500,g15,258167479237035.7,223685118120387.47,336307547655228.94,441192589601483.94
35,5500,g20,315308825776227.2,272535260313775.88,412507404325260.5,529179981517489.6
35,5500,g25,299474284624380.1,259586333591458.34,391928674235901.25,510174718262202.75
35,5500,g30,310537268872459.3,268753339824160.84,406528019861926.8,525208358068797.8
35,5500,g35,283071203303842.5,245381677166611.97,369714318388945.6,484270377273094.8
35,5500,g40,292569890778434.2,253555533040302.97,382663759718642.94,499442660390459.56
35,5500,g45,316708231958771.56,273506969998456.34,414133177633597.75,529184076554613.4
35,5500,g50,312812960286187.94,270607611270056.25,409331116819664.2,526963946829988.2
35,5500,g55,0.0,0.0,0.0,0.0
35,55000,g00,0.0,0.0,0.0,0.0
35,55000,g05,0.0,0.0,0.0,0.0
35,55000,g10,0.0,0.0,0.0,0.0
35,55000,g15,0.0,0.0,0.0,0.0
35,55000,g20,0.0,0.0,0.0,0.0
35,55000,g25,0.0,0.0,0.0,0.0
35,55000,g30,0.0,0.0,0.0,0.0
35,55000,g35,0.0,0.0,0.0,0.0
35,55000,g40,1.308636598311663e+16,9630361864553952.0,2.4548913557305276e+16,5.3127832285125176e+16
35,55000,g45,1.2693274039275368e+16,9328195398423832.0,2.386905315404059e+16,5.184797569241309e+16
35,55000,g50,0.0,0.0,0.0,0.0
35,55000,g55,0.0,0.0,0.0,0.0
35,5600,g00,0.0,0.0,0.0,0.0
35,5600,g05,0.0,0.0,0.0,0.0
35,5600,g10,334987253147479.25,288303567014314.7,441910460359188.9,572638979133379.6
35,5600,g15,308195436935391.5,266264607408320.0,406147860162559.4,537302410651099.6
35,5600,g20,330330742625645.44,284740310145585.3,435979279875538.7,568614144337933.6
35,5600,g25,332350950752527.6,286271028395907.7,438373493374740.8,569442540310318.4
35,5600,g30,315516528444349.0,272570073194406.62,416190730001289.1,548761874729379.06
35,5600,g35,327221790435644.56,282291945455333.7,431951636664476.8,565458713840825.9
35,5600,g40,271894244632349.1,234664038682121.94,356461513685403.3,474275093794878.1
35,5600,g45,298294555266673.3,257656587808401.94,392340687667620.06,520926475003403.3
35,5600,g50,322980686854758.0,278837719113507.28,426301639993267.25,560329946804692.06
35,5600,g55,0.0,0.0,0.0,0.0
35,56000,g00,0.0,0.0,0.0,0.0
35,56000,g05,0.0,0.0,0.0,0.0
35,56000,g10,0.0,0.0,0.0,0.0
35,56000,g15,0.0,0.0,0.0,0.0
35,56000,g20,0.0,0.0,0.0,0.0
35,56000,g25,0.0,0.0,0.0,0.0
35,56000,g30,0.0,0.0,0.0,0.0
35,56000,g35,0.0,0.0,0.0,0.0
35,56000,g40,1.292844510515116e+16,9498619306369010.0,2.431786042568927e+16,5.2835140060520344e+16
35,56000,g45,1.335370740283997e+16,9825129556897298.0,2.5057225726388136e+16,5.42416949794511e+16
35,56000,g50,0.0,0.0,0.0,0.0
35,56000,g55,0.0,0.0,0.0,0.0
35,5700,g00,0.0,0.0,0.0,0.0
35,5700,g05,0.0,0.0,0.0,0.0
35,5700,g10,339809885044044.8,292417403571437.0,452008976681844.25,601454916839614.9
35,5700,g15,314303440658056.0,270529955036316.5,416113703987105.7,560028436662163.6
35,5700,g20,352629365635358.1,302391912388728.1,468880785929878.6,614852225417726.8
35,5700,g25,344448591858021.2,296173787249604.3,458321063948581.2,607554699048113.8
35,5700,g30,349528142400826.1,300083663329575.56,464673760145647.4,610828553609970.2
35,5700,g35,346302951877934.75,297601819030070.1,460419341737759.9,607233063117188.2
35,5700,g40,332231484459994.25,286052638535660.75,441569420880350.94,589474297770486.1
35,5700,g45,324754141057968.9,279573996074900.44,431043395058493.0,577554780032665.2
35,5700,g50,286130257848679.7,246055698303418.25,377298206837465.75,509204384262615.7
35,5700,g55,0.0,0.0,0.0,0.0
35,57000,g00,0.0,0.0,0.0,0.0
35,57000,g05,0.0,0.0,0.0,0.0
35,57000,g10,0.0,0.0,0.0,0.0
35,57000,g15,0.0,0.0,0.0,0.0
35,57000,g20,0.0,0.0,0.0,0.0
35,57000,g25,0.0,0.0,0.0,0.0
35,57000,g30,0.0,0.0,0.0,0.0
35,57000,g35,0.0,0.0,0.0,0.0
35,57000,g40,1.3192591859663832e+16,9689845964404556.0,2.4824181494889876e+16,5.394897407789912e+16
35,57000,g45,1.3651820279961222e+16,1.0042432245112656e+16,2.5623091484448716e+16,5.546839920667258e+16
35,57000,g50,0.0,0.0,0.0,0.0
35,57000,g55,0.0,0.0,0.0,0.0
35,5800,g00,0.0,0.0,0.0,0.0
35,5800,g05,0.0,0.0,0.0,0.0
35,5800,g10,349432598519748.56,299946242463369.5,467803715742097.25,632690770130964.6
35,5800,g15,367661181691925.06,314575802145903.8,492711290657436.44,655783930650215.1
35,5800,g20,364690300488135.9,312408645343713.1,488957336551867.6,653676975836924.5
35,5800,g25,300894392227904.75,257795912369194.66,398736661161117.1,545706671193530.5
35,5800,g30,341872280719396.25,293286256769503.2,456801085413710.6,619727184139494.5
35,5800,g35,330899857969144.75,283825334443747.75,440711894767603.4,601121772150020.8
35,5800,g40,357032555348564.44,306293878809199.3,478461494907929.0,644223658021945.4
35,5800,g45,361573536551107.94,309957320864394.0,484765459252108.4,650170193567982.9
35,5800,g50,370672232149029.44,316910470419470.2,496760844763796.25,659493525833160.2
35,5800,g55,0.0,0.0,0.0,0.0
35,58000,g00,0.0,0.0,0.0,0.0
35,58000,g05,0.0,0.0,0.0,0.0
35,58000,g10,0.0,0.0,0.0,0.0
35,58000,g15,0.0,0.0,0.0,0.0
35,58000,g20,0.0,0.0,0.0,0.0
35,58000,g25,0.0,0.0,0.0,0.0
35,58000,g30,0.0,0.0,0.0,0.0
35,58000,g35,0.0,0.0,0.0,0.0
35,58000,g40,1.3428421643459208e+16,9860563940633272.0,2.5275627446600324e+16,5.494625983779402e+16
35,58000,g45,1.3917776906459332e+16,1.0236018546844862e+16,2.6130553897240136e+16,5.658330254271993e+16
35,58000,g50,0.0,0.0,0.0,0.0
35,58000,g55,0.0,0.0,0.0,0.0
35,5900,g00,0.0,0.0,0.0,0.0
35,5900,g05,0.0,0.0,0.0,0.0
35,5900,g10,381583398738366.5,325882665927848.2,515021854866469.7,694979296006728.6
35,5900,g15,366992213191830.44,314075838124999.4,494594124974546.8,677020450665435.4
35,5900,g20,379796327231772.9,324590660830371.1,513002705319042.9,696235146314311.1
35,5900,g25,385597405915525.0,328949153492985.25,520561327439830.4,700485393417683.1
35,5900,g30,375138944932639.56,320868013990723.2,506382756042892.3,690123859910651.5
35,5900,g35,359260178144107.75,307339067870257.5,482979837302408.2,663682115246948.0
35,5900,g40,348070979905704.9,297545679582523.94,466046103304782.5,644087533011724.9
35,5900,g45,316166077762080.0,269884972990511.12,420719975673850.56,583684093063265.9
35,5900,g50,388793368840333.56,331292574520800.0,524887555168100.1,704283996462423.1
35,5900,g55,0.0,0.0,0.0,0.0
35,59000,g00,0.0,0.0,0.0,0.0
35,59000,g05,0.0,0.0,0.0,0.0
35,59000,g10,0.0,0.0,0.0,0.0
35,59000,g15,0.0,0.0,0.0,0.0
35,59000,g20,0.0,0.0,0.0,0.0
35,59000,g25,0.0,0.0,0.0,0.0
35,59000,g30,0.0,0.0,0.0,0.0
35,59000,g35,0.0,0.0,0.0,0.0
35,59000,g40,1.3665709637149296e+16,1.0032176207150702e+16,2.5732152699468224e+16,5.595945039817971e+16
35,59000,g45,1.4175687840159502e+16,1.0423448438552828e+16,2.6625056820746556e+16,5.767749466729005e+16
