M_H,T_eff,log_g,z,Y,i,r
05,13500,g20,2044690015952193.8,1605635129141568.5,3371490740059807.0,6618714192177614.0
05,13500,g25,2065929665693268.0,1611094373831782.8,3379641035149629.0,6628810544915885.0
05,13500,g30,2092367549034248.2,1620446988583325.8,3406626621265822.5,6668406267126969.0
05,13500,g35,1441817028052063.0,1108380425464750.5,2322231171704541.0,4446926441928506.5
05,13500,g40,1983414351155081.0,1523238672301732.8,3206711227042617.0,6248844803463097.0
05,13500,g45,2039720927530177.2,1612335702435797.2,3403829989160268.5,6682231213632441.0
05,13500,g50,0.0,0.0,0.0,0.0
05,13500,g55,0.0,0.0,0.0,0.0
05,14000,g00,0.0,0.0,0.0,0.0
05,14000,g05,2157405812296118.8,1678371896338489.5,3549410122538353.0,7002276635513698.0
05,14000,g10,851817852782485.2,657691429933416.8,1381883536786237.8,2616434708561497.0
05,14000,g15,2134185050310578.8,1641842888634464.0,3478002783667065.0,6829318227944672.0
05,14000,g20,2141178178562414.8,1677014383204810.0,3551612300454627.5,7020854253094595.0
05,14000,g25,1795526499994573.8,1375386735341762.0,2913033389723548.0,5669484148402281.0
05,14000,g30,2128316359383380.2,1677937804730692.2,3572667209172730.0,7057729819379854.0
05,14000,g35,1994262257599945.2,1528931152547302.8,3244113401207192.0,6355530969347328.0
05,14000,g40,1339028984397665.0,1027911195857497.0,2171061744105532.5,4176784256322951.0
05,14000,g45,2188202466390429.0,1690961010090043.2,3584988807937408.0,7059597175055257.0
05,14000,g50,0.0,0.0,0.0,0.0
05,14000,g55,0.0,0.0,0.0,0.0
05,14500,g00,0.0,0.0,0.0,0.0
05,14500,g05,2107504289159054.0,1613341922156572.5,3453014901745653.0,6789689346201724.0
05,14500,g10,2269072482977596.5,1749762823771760.8,3744154125878393.5,7393358366416078.0
05,14500,g15,884680456375792.8,682647073650063.4,1441488552914252.5,2738520115195382.0
05,14500,g20,1403227470630105.2,1076128647482146.2,2288933171016814.0,4420491494399851.5
05,14500,g25,2189332143264759.2,1681466292465292.5,3593209704257139.0,7079872494405112.0
05,14500,g30,2228325882974907.5,1739781199468145.5,3719701304253828.0,7364916057188340.0
05,14500,g35,2228069568396621.5,1749424417752840.2,3759526240668272.5,7443834171954047.0
05,14500,g40,2246386867593620.5,1743191494575660.0,3723305840659581.5,7361510933689157.0
05,14500,g45,1891715557039643.8,1447144821088004.2,3089405974932444.5,6037065886291690.0
05,14500,g50,0.0,0.0,0.0,0.0
05,14500,g55,0.0,0.0,0.0,0.0
05,15000,g00,0.0,0.0,0.0,0.0
05,15000,g05,902160630788971.5,695678765529626.4,1475593681348612.8,2811817916636908.5
05,15000,g10,2366767608428903.0,1821709904585913.2,3926938573921468.0,7794124947636115.0
05,15000,g15,2337775663322658.0,1810795021026298.8,3895090045338895.0,7746765956047953.0
05,15000,g20,2323884685577004.0,1811489969831941.8,3903071595683401.5,7775057083067483.0
05,15000,g25,2315277157727351.0,1814981604344638.5,3927351661546307.5,7821044157372963.0
05,15000,g30,1453760616295738.5,1113598847384564.6,2384546748490365.0,4623364985456248.0
05,15000,g35,2290634510286883.0,1756067464847113.2,3781012422690977.0,7485016586210812.0
05,15000,g40,1969559849249888.2,1504283961025765.2,3235924577464845.0,6354444455807761.0
05,15000,g45,2194170748298971.8,1676587734007601.0,3614805607996987.5,7149181968206155.0
05,15000,g50,0.0,0.0,0.0,0.0
05,15000,g55,0.0,0.0,0.0,0.0
05,15500,g00,0.0,0.0,0.0,0.0
05,15500,g05,0.0,0.0,0.0,0.0
05,15500,g10,2472612250362062.5,1899672735297625.5,4125967579969572.0,8219581272047926.0
05,15500,g15,2310860917621134.5,1763441432927364.8,3830299552999244.0,7597184497164818.0
05,15500,g20,2439055170869951.0,1884853264034600.5,4086424697595550.0,8154841877253646.0
05,15500,g25,1517362198951831.5,1161647432324760.2,2500985642385943.0,4862501848922811.0
05,15500,g30,2070300823800423.8,1579581097730704.5,3421258152326313.5,6740009952509549.0
05,15500,g35,2413968585197972.0,1876413449535214.0,4071911418593142.0,8135441758825847.0
05,15500,g40,2394337138315774.0,1832608163306380.0,3975314945563215.5,7899827586460042.0
05,15500,g45,2413185083903089.5,1885546739845252.0,4110368579619742.0,8211308254739806.0
05,15500,g50,0.0,0.0,0.0,0.0
05,15500,g55,0.0,0.0,0.0,0.0
05,16000,g00,0.0,0.0,0.0,0.0
05,16000,g05,0.0,0.0,0.0,0.0
05,16000,g10,2532138337020828.5,1953477989658081.0,4261968142122219.0,8545062208758045.0
05,16000,g15,1589685914608648.8,1215986581357361.2,2631720568033318.0,5132230065897875.0
05,16000,g20,2510849558693779.0,1948138220218182.5,4257156696634837.0,8549401466134843.0
05,16000,g25,2574097627629052.0,1974119308385469.0,4315811566363926.5,8637129624563490.0
05,16000,g30,2416139577089573.5,1840271305304530.0,4025857819326047.0,8032734253364285.0
05,16000,g35,2168678544140718.0,1652202668761394.2,3603061226062767.5,7129491903208655.0
05,16000,g40,2499100686729745.0,1909588651453669.5,4169577098569738.5,8321834680572820.0
05,16000,g45,2501910341633030.5,1951155100431277.2,4280222570371836.5,8595412351662225.0
05,16000,g50,0.0,0.0,0.0,0.0
05,16000,g55,0.0,0.0,0.0,0.0
05,16500,g00,0.0,0.0,0.0,0.0
05,16500,g05,0.0,0.0,0.0,0.0
05,16500,g10,2536344458406504.0,1929873658204758.2,4248786613594253.5,8496207379423187.0
05,16500,g15,1650679725768877.0,1262274891142602.5,2742872225164682.5,5358701891519431.0
05,16500,g20,2597321498868761.5,2011619805556328.5,4420743881749195.0,8920779601878136.0
05,16500,g25,2612272368594350.5,1992856095524020.2,4380403230412781.0,8779479421566114.0
05,16500,g30,2632732868329838.5,2027382536587191.5,4451660305206987.5,8967245292920626.0
05,16500,g35,2270941320571890.5,1728966348283041.2,3791940226562467.5,7520448533957807.0
05,16500,g40,2682582045402762.0,2053827101962191.2,4518822713541846.0,9083345567752802.0
05,16500,g45,2592167241828496.0,2018038448665813.0,4454933480809756.0,8986641878065792.0
05,16500,g50,0.0,0.0,0.0,0.0
05,16500,g55,0.0,0.0,0.0,0.0
05,17000,g00,0.0,0.0,0.0,0.0
05,17000,g05,0.0,0.0,0.0,0.0
05,17000,g10,2730347516704703.0,2098838605545972.0,4636584041255142.0,9376899668775038.0
05,17000,g15,2698210149452039.5,2085580675799097.2,4612822931876896.0,9348915858346592.0
05,17000,g20,2722751263664512.0,2073820026082435.2,4586307273640850.0,9229123595790380.0
05,17000,g25,2788081631516268.0,2131180076108550.2,4717152543091074.0,9520850408543566.0
05,17000,g30,2663888901890678.0,2023319723679731.5,4485201571037603.5,9018034588998894.0
05,17000,g35,2683685735841822.0,2085658597868126.0,4630865699147450.0,9385447197027884.0
05,17000,g40,2393480305403971.0,1819983533098222.2,4015206243189447.5,7991369919792779.0
05,17000,g45,1745859671200790.0,1334349634624487.5,2910608575712568.5,5698689899351205.0
05,17000,g50,0.0,0.0,0.0,0.0
05,17000,g55,0.0,0.0,0.0,0.0
05,17500,g00,0.0,0.0,0.0,0.0
05,17500,g05,0.0,0.0,0.0,0.0
05,17500,g10,2782294315888642.0,2148221172182851.0,4774504113972360.0,9722851331844006.0
05,17500,g15,2831984102533737.5,2172991026827183.8,4827900555905070.0,9809253668034552.0
05,17500,g20,1792394915268549.0,1369662693808035.8,2996333924627301.0,5873718608184948.0
05,17500,g25,2902425079246249.5,2214892958429471.8,4930890597688513.0,9999331517875750.0
05,17500,g30,2786395230158794.5,2114739355033539.0,4713250856337861.0,9491789996774138.0
05,17500,g35,2771880538258049.0,2150864967021008.2,4801390140567633.0,9778328540478566.0
05,17500,g40,2496796114731776.0,1897808531778961.8,4205774983643102.5,8383134549616821.0
05,17500,g45,2847960710904633.5,2165821351589205.0,4819107028021054.0,9738805452228104.0
05,17500,g50,0.0,0.0,0.0,0.0
05,17500,g55,0.0,0.0,0.0,0.0
05,18000,g00,0.0,0.0,0.0,0.0
05,18000,g05,0.0,0.0,0.0,0.0
05,18000,g10,2867004228670578.5,2220152272688301.5,4982527536122153.0,1.019189289959054e+16
05,18000,g15,2588617316247768.5,1965833040665612.2,4377167484723763.0,8746544970066488.0
05,18000,g20,2965352502812222.5,2252058786846103.5,5039944552236440.0,1.022152954106496e+16
05,18000,g25,2886280214873766.5,2223843866419468.0,4973406273385993.0,1.0170291861998512e+16
05,18000,g30,3013559651369292.0,2296212174408839.5,5140915418446201.0,1.0464713694268458e+16
05,18000,g35,2903244816817069.0,2200176188791792.0,4934423427503726.0,9979538522200712.0
05,18000,g40,2933180668542813.0,2247543847205060.5,5020556646495019.0,1.0244946661632598e+16
05,18000,g45,1837851885052630.2,1403840504804001.0,3079683933309337.0,6046644288367773.0
05,18000,g50,0.0,0.0,0.0,0.0
05,18000,g55,0.0,0.0,0.0,0.0
05,18500,g00,0.0,0.0,0.0,0.0
05,18500,g05,0.0,0.0,0.0,0.0
05,18500,g10,3169725750486268.0,2402244944123275.0,5428382093505181.0,1.106623591951159e+16
05,18500,g15,1901443462200784.0,1452171506183461.5,3192570208491114.5,6274966708888620.0
05,18500,g20,2666625957657182.0,2024545191694639.0,4523528775676005.0,9049089662072024.0
05,18500,g25,2955657712722083.0,2285940755939820.5,5154754763760787.0,1.058730445524412e+16
05,18500,g30,3024669434903335.5,2290803409735239.0,5161166717729117.0,1.0450837086750978e+16
05,18500,g35,2971604702764260.0,2286798007263000.0,5137533097288201.0,1.0553513560048062e+16
05,18500,g40,3216318943604486.0,2444829863501349.5,5525333774524689.0,1.1302434745059898e+16
05,18500,g45,3033853998634919.5,2320868491393808.0,5211743442835780.0,1.0680586968160114e+16
05,18500,g50,0.0,0.0,0.0,0.0
05,18500,g55,0.0,0.0,0.0,0.0
05,19000,g00,0.0,0.0,0.0,0.0
05,19000,g05,0.0,0.0,0.0,0.0
05,19000,g10,3053857827588910.0,2358223552473398.0,5345303992865022.0,1.1019045502423368e+16
05,19000,g15,3079966218921868.5,2365893196118665.0,5344336928544036.0,1.1017848750759562e+16
05,19000,g20,3340945907939912.5,2535953289016487.0,5762295737625253.0,1.1826366839754962e+16
05,19000,g25,3116381837550933.0,2357214562754258.5,5338732414183061.0,1.0849356043212414e+16
05,19000,g30,3298893483951836.0,2497145991742903.5,5673193486981649.0,1.159835022889731e+16
05,19000,g35,3141136475710107.0,2399258105170537.5,5416802229685426.0,1.1138479222341846e+16
05,19000,g40,2743667376666905.0,2081617649288301.2,4667870490136125.0,9356251926089934.0
05,19000,g45,1924402717566855.8,1469135612285164.8,3237187181113176.0,6370764648390321.0
05,19000,g50,0.0,0.0,0.0,0.0
05,19000,g55,0.0,0.0,0.0,0.0
05,19500,g00,0.0,0.0,0.0,0.0
05,19500,g05,0.0,0.0,0.0,0.0
05,19500,g10,3234010194803029.0,2467770668548949.5,5595941633103890.0,1.1563415146257578e+16
05,19500,g15,3239514731093143.0,2449189171381826.5,5567740217153626.0,1.1324677218104788e+16
05,19500,g20,1988273301185935.8,1517580947886708.2,3349910806321515.0,6598160144936755.0
05,19500,g25,3144270696957537.0,2427506663189783.0,5514222188408371.0,1.1413463847192426e+16
05,19500,g30,3449011823869650.5,2614598476647106.5,5970373824991401.0,1.2311691744712658e+16
05,19500,g35,3161312563113742.5,2427587186777559.0,5501609100081951.0,1.1393567911577074e+16
05,19500,g40,3413889538047806.0,2580801813911756.5,5892838702882130.0,1.2092894630652006e+16
05,19500,g45,2829574630726949.0,2146354960026295.0,4825876628310427.0,9681871788777558.0
05,19500,g50,0.0,0.0,0.0,0.0
05,19500,g55,0.0,0.0,0.0,0.0
05,2000,g00,0.0,0.0,0.0,0.0
05,2000,g05,0.0,0.0,0.0,0.0
05,2000,g10,0.0,0.0,0.0,0.0
05,2000,g15,0.0,0.0,0.0,0.0
05,2000,g20,0.0,0.0,0.0,0.0
05,2000,g25,0.0,0.0,0.0,0.0
05,2000,g30,0.0,0.0,0.0,0.0
05,2000,g35,0.0,0.0,0.0,0.0
05,2000,g40,3638025596749.789,5554168393553.629,889508159128.5356,95472258600.24498
05,2000,g45,3533577433961.486,5905122284633.619,771364926119.0281,86150172018.3992
05,2000,g50,0.0,0.0,0.0,0.0
05,2000,g55,0.0,0.0,0.0,0.0
05,20000,g00,0.0,0.0,0.0,0.0
05,20000,g05,0.0,0.0,0.0,0.0
05,20000,g10,2058240757364744.2,1570311332456043.0,3473503479606565.5,6848496803692640.0
05,20000,g15,3347146398757382.5,2550050305208946.0,5812571988934163.0,1.2046722897381666e+16
05,20000,g20,2924891479587721.5,2217715468289352.8,5000516096662556.0,1.004561439192902e+16
05,20000,g25,3273497509867335.0,2508977099080454.0,5717189133472803.0,1.187593786699345e+16
05,20000,g30,3534035641424110.0,2669267438587054.0,6119967948539917.0,1.2581961368133374e+16
05,20000,g35,3247101087734222.0,2502630237282364.0,5714294459001432.0,1.1865532903902532e+16
05,20000,g40,3342503031161640.5,2525375305628589.0,5763199712450725.0,1.1741893253980528e+16
05,20000,g45,3579307780881418.5,2709797018683325.5,6219599775244945.0,1.286236483492358e+16
05,20000,g50,0.0,0.0,0.0,0.0
05,20000,g55,0.0,0.0,0.0,0.0
05,2100,g00,0.0,0.0,0.0,0.0
05,2100,g05,0.0,0.0,0.0,0.0
05,2100,g10,0.0,0.0,0.0,0.0
05,2100,g15,0.0,0.0,0.0,0.0
05,2100,g20,0.0,0.0,0.0,0.0
05,2100,g25,0.0,0.0,0.0,0.0
05,2100,g30,0.0,0.0,0.0,0.0
05,2100,g35,0.0,0.0,0.0,0.0
05,2100,g40,4325687644884.3716,7141896737888.108,1078456922298.0721,112903607388.25136
05,2100,g45,4582404580923.018,7149549830059.009,1171724838023.1455,118359261607.05292
05,2100,g50,0.0,0.0,0.0,0.0
05,2100,g55,0.0,0.0,0.0,0.0
05,21000,g00,0.0,0.0,0.0,0.0
05,21000,g05,0.0,0.0,0.0,0.0
05,21000,g10,0.0,0.0,0.0,0.0
05,21000,g15,3544335924189596.0,2704212555195536.0,6217930996850342.0,1.2863439541374408e+16
05,21000,g20,3627110572264395.5,2755051816798833.0,6339001642214304.0,1.3107466881282032e+16
05,21000,g25,3563079542099870.5,2688839028845792.0,6178141765252891.0,1.2625837264027304e+16
05,21000,g30,3123363748908699.0,2366355048120425.5,5362201203449290.0,1.0798470174261876e+16
05,21000,g35,3854487323077169.0,2907448465539600.0,6720959031475400.0,1.384627477920727e+16
05,21000,g40,3522219587322646.5,2697026047131759.5,6214494903616485.0,1.2846738445794416e+16
05,21000,g45,3892139869585596.0,2940932335256060.0,6810697310707415.0,1.408949224161137e+16
05,21000,g50,0.0,0.0,0.0,0.0
05,21000,g55,0.0,0.0,0.0,0.0
05,2200,g00,0.0,0.0,0.0,0.0
05,2200,g05,0.0,0.0,0.0,0.0
05,2200,g10,0.0,0.0,0.0,0.0
05,2200,g15,0.0,0.0,0.0,0.0
05,2200,g20,0.0,0.0,0.0,0.0
05,2200,g25,0.0,0.0,0.0,0.0
05,2200,g30,0.0,0.0,0.0,0.0
05,2200,g35,0.0,0.0,0.0,0.0
05,2200,g40,5960973156548.914,8953338190114.908,1616548532667.3215,141893375874.70242
05,2200,g45,5619512801826.935,8924781297475.809,1475475448325.7056,138024411121.68903
05,2200,g50,0.0,0.0,0.0,0.0
05,2200,g55,0.0,0.0,0.0,0.0
05,22000,g00,0.0,0.0,0.0,0.0
05,22000,g05,0.0,0.0,0.0,0.0
05,22000,g10,0.0,0.0,0.0,0.0
05,22000,g15,4176205395342356.0,3148675880136561.0,7355115995173679.0,1.5286082822661698e+16
05,22000,g20,3759544062303375.0,2870142359686485.0,6673557069873643.0,1.387351795751482e+16
05,22000,g25,3867413868706838.5,2913070426510270.0,6742867907503404.0,1.385897847445797e+16
05,22000,g30,3882635502757894.0,2941369907204588.5,6830004816905805.0,1.4202361011649012e+16
05,22000,g35,4128142770192459.5,3108770446264193.0,7240611836480493.0,1.497144123075579e+16
05,22000,g40,3435791275900192.0,2598918727317566.0,5926264741342141.0,1.1979400126457238e+16
05,22000,g45,3792557700094864.5,2885102475669208.5,6696506318080194.0,1.3928594326455814e+16
05,22000,g50,0.0,0.0,0.0,0.0
05,22000,g55,0.0,0.0,0.0,0.0
05,2300,g00,0.0,0.0,0.0,0.0
05,2300,g05,0.0,0.0,0.0,0.0
05,2300,g10,0.0,0.0,0.0,0.0
05,2300,g15,0.0,0.0,0.0,0.0
05,2300,g20,0.0,0.0,0.0,0.0
05,2300,g25,0.0,0.0,0.0,0.0
05,2300,g30,0.0,0.0,0.0,0.0
05,2300,g35,0.0,0.0,0.0,0.0
05,2300,g40,7373895682211.507,11077103597154.592,2376040072754.615,194581684808.80447
05,2300,g45,7477805120773.261,10945807942414.566,2485994209221.1084,199637834919.8314
05,2300,g50,0.0,0.0,0.0,0.0
05,2300,g55,0.0,0.0,0.0,0.0
05,23000,g00,0.0,0.0,0.0,0.0
05,23000,g05,0.0,0.0,0.0,0.0
05,23000,g10,0.0,0.0,0.0,0.0
05,23000,g15,4104375884162007.0,3088537661600590.5,7187296944373375.0,1.48084130059854e+16
05,23000,g20,4459913711792601.0,3356122609253212.0,7899417523709728.0,1.6481733571698616e+16
05,23000,g25,4034239763618258.5,3061320986178822.5,7162498880955979.0,1.497582904375038e+16
05,23000,g30,3605397525859958.0,2725330581306790.0,6238449918113452.0,1.2627004066352978e+16
05,23000,g35,3990351632803476.0,3037918981144250.5,7118624045613485.0,1.487500416839086e+16
05,23000,g40,4136926618577233.5,3126601404158783.5,7320729445452174.0,1.5295315343067302e+16
05,23000,g45,4399219115136594.5,3308329474579947.0,7754849552590269.0,1.6083811901183676e+16
05,23000,g50,0.0,0.0,0.0,0.0
05,23000,g55,0.0,0.0,0.0,0.0
05,2400,g00,0.0,0.0,0.0,0.0
05,2400,g05,0.0,0.0,0.0,0.0
05,2400,g10,0.0,0.0,0.0,0.0
05,2400,g15,0.0,0.0,0.0,0.0
05,2400,g20,0.0,0.0,0.0,0.0
05,2400,g25,0.0,0.0,0.0,0.0
05,2400,g30,0.0,0.0,0.0,0.0
05,2400,g35,0.0,0.0,0.0,0.0
05,2400,g40,9698498288247.586,13402291292255.63,3666960445084.8555,304333862103.5929
05,2400,g45,9453559899202.012,13546198745431.098,3502679597658.0254,344195708477.2842
05,2400,g50,0.0,0.0,0.0,0.0
05,2400,g55,0.0,0.0,0.0,0.0
05,24000,g00,0.0,0.0,0.0,0.0
05,24000,g05,0.0,0.0,0.0,0.0
05,24000,g10,0.0,0.0,0.0,0.0
05,24000,g15,4363251047142173.0,3280153715614572.5,7673525664563423.0,1.5846263843928328e+16
05,24000,g20,4753642040402210.0,3570820798905637.0,8463474097734024.0,1.7722239767941392e+16
05,24000,g25,4668158002765354.0,3506182853830728.5,8265982515308789.0,1.7193367801088108e+16
05,24000,g30,4260358206119949.0,3234099346638151.0,7641586039821322.0,1.604426442139685e+16
05,24000,g35,3822344354921524.0,2887589973848048.5,6631194244817813.0,1.3435174645036924e+16
05,24000,g40,4426439202166360.5,3337458050605403.5,7879076661195592.0,1.6535954595864086e+16
05,24000,g45,4309628249781558.0,3261137639603887.0,7695232659061623.0,1.6165481216631722e+16
05,24000,g50,0.0,0.0,0.0,0.0
05,24000,g55,0.0,0.0,0.0,0.0
05,2500,g00,0.0,0.0,0.0,0.0
05,2500,g05,0.0,0.0,0.0,0.0
05,2500,g10,0.0,0.0,0.0,0.0
05,2500,g15,0.0,0.0,0.0,0.0
05,2500,g20,0.0,0.0,0.0,0.0
05,2500,g25,0.0,0.0,0.0,0.0
05,2500,g30,0.0,0.0,0.0,0.0
05,2500,g35,0.0,0.0,0.0,0.0
05,2500,g40,12122998172575.79,16215011583661.56,5646078228492.369,725404846809.1421
05,2500,g45,12554142396778.207,16400421517257.078,5634898885742.901,653879579452.8689
05,2500,g50,0.0,0.0,0.0,0.0
05,2500,g55,0.0,0.0,0.0,0.0
05,25000,g00,0.0,0.0,0.0,0.0
05,25000,g05,0.0,0.0,0.0,0.0
05,25000,g10,0.0,0.0,0.0,0.0
05,25000,g15,4478236113502806.5,3393688358382832.5,8109428759935115.0,1.7260039474628418e+16
05,25000,g20,4015816240880117.5,3032972386962414.0,6977304931885830.0,1.4142883697358524e+16
05,25000,g25,4576976542669844.0,3455197274458397.5,8241086874095478.0,1.7513425452006892e+16
05,25000,g30,5120136296953051.0,3838331028061472.5,9165044166839042.0,1.9276744986926332e+16
05,25000,g35,4729489355986692.0,3557043225814047.5,8475624333794761.0,1.794302293772001e+16
05,25000,g40,4603778250351731.0,3458457554266982.5,8122680488035135.0,1.6794272730869322e+16
05,25000,g45,5109497309885838.0,3832613837515123.5,9089248528556996.0,1.8941199327493656e+16
05,25000,g50,0.0,0.0,0.0,0.0
05,25000,g55,0.0,0.0,0.0,0.0
05,2600,g00,0.0,0.0,0.0,0.0
05,2600,g05,0.0,0.0,0.0,0.0
05,2600,g10,0.0,0.0,0.0,0.0
05,2600,g15,0.0,0.0,0.0,0.0
05,2600,g20,0.0,0.0,0.0,0.0
05,2600,g25,0.0,0.0,0.0,0.0
05,2600,g30,0.0,0.0,0.0,0.0
05,2600,g35,0.0,0.0,0.0,0.0
05,2600,g40,15647533320184.398,19628491131563.793,8080719538682.042,1151192362515.3123
05,2600,g45,15919094215452.654,19626787256698.08,8118089073956.462,1031585215499.2401
05,2600,g50,0.0,0.0,0.0,0.0
05,2600,g55,0.0,0.0,0.0,0.0
05,26000,g00,0.0,0.0,0.0,0.0
05,26000,g05,0.0,0.0,0.0,0.0
05,26000,g10,0.0,0.0,0.0,0.0
05,26000,g15,0.0,0.0,0.0,0.0
05,26000,g20,5362132018758874.0,4019003927600351.0,9565223692568230.0,1.9961258498706076e+16
05,26000,g25,4881757580582327.0,3675907970068448.0,8833985861282230.0,1.8840919684448124e+16
05,26000,g30,5091949642224386.0,3824420546097557.0,9004701959212540.0,1.860497933820795e+16
05,26000,g35,5323407100871821.0,3986323345740708.0,9557974434363868.0,2.015415237891824e+16
05,26000,g40,5057750470271832.0,3795598162146773.0,9111016062366972.0,1.934757117745658e+16
05,26000,g45,4785929698319432.0,3615611220608252.0,8708511805699705.0,1.860215518400872e+16
05,26000,g50,0.0,0.0,0.0,0.0
05,26000,g55,0.0,0.0,0.0,0.0
05,2700,g00,0.0,0.0,0.0,0.0
05,2700,g05,0.0,0.0,0.0,0.0
05,2700,g10,0.0,0.0,0.0,0.0
05,2700,g15,0.0,0.0,0.0,0.0
05,2700,g20,0.0,0.0,0.0,0.0
05,2700,g25,0.0,0.0,0.0,0.0
05,2700,g30,0.0,0.0,0.0,0.0
05,2700,g35,0.0,0.0,0.0,0.0
05,2700,g40,19475123334968.754,22790718720131.812,11318440998007.195,2293669778586.1553
05,2700,g45,19939580299753.09,23039317922707.453,11564131624399.346,1973266268007.2761
05,2700,g50,0.0,0.0,0.0,0.0
05,2700,g55,0.0,0.0,0.0,0.0
05,27000,g00,0.0,0.0,0.0,0.0
05,27000,g05,0.0,0.0,0.0,0.0
05,27000,g10,0.0,0.0,0.0,0.0
05,27000,g15,0.0,0.0,0.0,0.0
05,27000,g20,5254112624647428.0,3944689795843519.5,9551031007991492.0,2.039803834551263e+16
05,27000,g25,5688954678812833.0,4260899158296171.0,1.0181013480960242e+16,2.127856632326477e+16
05,27000,g30,5135291630556499.0,3866791860172636.0,9383079087259140.0,2.008212912421874e+16
05,27000,g35,5757382687808946.0,4305058973954845.0,1.0384837924531742e+16,2.192289269108115e+16
05,27000,g40,5338576752217947.0,4008157446578264.0,9459953614943602.0,1.9553882705624076e+16
05,27000,g45,5408609106664678.0,4050653631083103.5,9783088283456676.0,2.0798967869545316e+16
05,27000,g50,0.0,0.0,0.0,0.0
05,27000,g55,0.0,0.0,0.0,0.0
05,2800,g00,0.0,0.0,0.0,0.0
05,2800,g05,0.0,0.0,0.0,0.0
05,2800,g10,0.0,0.0,0.0,0.0
05,2800,g15,0.0,0.0,0.0,0.0
05,2800,g20,0.0,0.0,0.0,0.0
05,2800,g25,0.0,0.0,0.0,0.0
05,2800,g30,0.0,0.0,0.0,0.0
05,2800,g35,0.0,0.0,0.0,0.0
05,2800,g40,23818492271188.727,26868213764615.65,14870586906931.139,3544887753237.484
05,2800,g45,24362322989662.82,27054823702284.54,15422191206741.65,3409966625043.1196
05,2800,g50,0.0,0.0,0.0,0.0
05,2800,g55,0.0,0.0,0.0,0.0
05,28000,g00,0.0,0.0,0.0,0.0
05,28000,g05,0.0,0.0,0.0,0.0
05,28000,g10,0.0,0.0,0.0,0.0
05,28000,g15,0.0,0.0,0.0,0.0
05,28000,g20,5616674665471588.0,4217601116704387.0,9963526724487700.0,2.058805226520842e+16
05,28000,g25,6002410351388813.0,4491981730872361.0,1.0772491916224768e+16,2.2546999736265176e+16
05,28000,g30,5758939071615253.0,4305325998016117.5,1.0460817107808758e+16,2.229234362115436e+16
05,28000,g35,6094970055338997.0,4552000768309917.0,1.1032519075350346e+16,2.3338598385136676e+16
05,28000,g40,5473985139828026.0,4111317407678435.5,1.0043850554359786e+16,2.1561821347056344e+16
05,28000,g45,5580838951321738.0,4181112840520195.0,1.018701427701025e+16,2.1819444357479372e+16
05,28000,g50,0.0,0.0,0.0,0.0
05,28000,g55,0.0,0.0,0.0,0.0
05,2900,g00,0.0,0.0,0.0,0.0
05,2900,g05,0.0,0.0,0.0,0.0
05,2900,g10,0.0,0.0,0.0,0.0
05,2900,g15,0.0,0.0,0.0,0.0
05,2900,g20,0.0,0.0,0.0,0.0
05,2900,g25,0.0,0.0,0.0,0.0
05,2900,g30,0.0,0.0,0.0,0.0
05,2900,g35,0.0,0.0,0.0,0.0
05,2900,g40,28877223038277.203,31043808779722.203,19980009389986.05,5594730611346.969
05,2900,g45,28194836989015.57,30709514210313.344,19813801010829.69,5911867915434.975
05,2900,g50,0.0,0.0,0.0,0.0
05,2900,g55,0.0,0.0,0.0,0.0
05,29000,g00,0.0,0.0,0.0,0.0
05,29000,g05,0.0,0.0,0.0,0.0
05,29000,g10,0.0,0.0,0.0,0.0
05,29000,g15,0.0,0.0,0.0,0.0
05,29000,g20,6431478997763816.0,4796349545588399.0,1.1687578258975846e+16,2.4816889456371972e+16
05,29000,g25,6115239836472251.0,4563010692052784.0,1.1160083732452966e+16,2.3893722806774536e+16
05,29000,g30,5963456461857044.0,4457441543472904.5,1.09421807955934e+16,2.3561496580441252e+16
05,29000,g35,5818646370588347.0,4368567461704684.0,1.0337513327656564e+16,2.136394815973541e+16
05,29000,g40,6314959628372608.0,4720612247583087.0,1.13694000114866e+16,2.3853490834640212e+16
05,29000,g45,5836114876650207.0,4372116277883253.0,1.0762936759126876e+16,2.3237299438248104e+16
05,29000,g50,0.0,0.0,0.0,0.0
05,29000,g55,0.0,0.0,0.0,0.0
05,3000,g00,35275919033864.664,37889070853594.82,24882792395226.555,7959410930588.386
05,3000,g05,19851464950051.543,27008015997985.62,9743914084440.645,1770253409835.146
05,3000,g10,33248795590939.97,36812389757763.61,23722336027569.742,7433199842767.956
05,3000,g15,36172525138655.61,38036031140225.61,25702400762595.94,7075867375971.302
05,3000,g20,27334085856106.688,34132907078015.5,15559995376464.262,3261791882512.571
05,3000,g25,12737129423205.838,18774885739862.473,5622789364805.901,875190292402.1306
05,3000,g30,30284845615386.26,36029743954742.59,18986098999932.387,4832233279929.368
05,3000,g35,35839758121201.77,38146360857957.31,25232774365675.52,7764446309521.54
05,3000,g40,16516938177031.896,23090871279790.918,7691257338030.931,1318690211440.6177
05,3000,g45,34258515424042.46,37376539705845.02,24364653214206.504,7863529912334.219
05,3000,g50,32544238063139.34,36945927890012.2,21909885119708.117,6207969623703.382
05,3000,g55,24145546461064.53,31320006794924.574,12553960203968.982,2385713554784.747
05,30000,g00,0.0,0.0,0.0,0.0
05,30000,g05,0.0,0.0,0.0,0.0
